Student_ID,Student_Name,Lecturer_ID,Lecturer_Name,Module,Date,Day,Time_Slot,Attendance,Check_In_Time,Faculty,Year
R243176Z,Simba Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,14:43,Data Science,2026
R243278Z,Simba Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Late,16:57,Data Science,2026
R242871Z,Blessing Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,8:06,Data Science,2026
R244029Z,Tendai Sibanda,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,9:37,Data Science,2026
R248165Z,Tanaka Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,12:02,Data Science,2026
R242293Z,Simba Ncube,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Absent,,Data Science,2026
R245479Z,Tanaka Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,15:30,Data Science,2026
R249818Z,Kuda Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,12:24,Data Science,2026
R244677Z,Tanaka Ncube,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,13:04,Data Science,2026
R248705Z,Tariro Ncube,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Absent,,Data Science,2026
R248669Z,Nyasha Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Absent,,Data Science,2026
R242554Z,Kuda Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,14:38,Data Science,2026
R246129Z,Rudo Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,14:52,Data Science,2026
R243951Z,Tariro Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Absent,,Data Science,2026
R245916Z,Tendai Sibanda,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,10:12,Data Science,2026
R245641Z,Nyasha Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,10:55,Data Science,2026
R248889Z,Simba Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,14:22,Data Science,2026
R249804Z,Blessing Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,8:51,Data Science,2026
R245128Z,Blessing Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,12:56,Data Science,2026
R246448Z,Blessing Sibanda,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,12:42,Data Science,2026
R243576Z,Simba Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Absent,,Data Science,2026
R241462Z,Tendai Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,14:53,Data Science,2026
R242842Z,Rudo Sibanda,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,15:05,Data Science,2026
R245780Z,Blessing Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,8:55,Data Science,2026
R246175Z,Simba Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,15:16,Data Science,2026
R244045Z,Rudo Ncube,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,12:31,Data Science,2026
R245321Z,Simba Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,8:46,Data Science,2026
R248351Z,Blessing Sibanda,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Late,15:53,Data Science,2026
R248444Z,Kuda Sibanda,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Late,9:05,Data Science,2026
R245983Z,Tendai Sibanda,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,14:30,Data Science,2026
R248814Z,Tariro Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Absent,,Data Science,2026
R249008Z,Nyasha Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Late,13:38,Data Science,2026
R244299Z,Blessing Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,9:11,Data Science,2026
R241530Z,Rudo Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,13:43,Data Science,2026
R247036Z,Blessing Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,11:28,Data Science,2026
R242017Z,Tanaka Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,12:06,Data Science,2026
R243253Z,Simba Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,11:06,Data Science,2026
R248351Z,Tanaka Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,9:56,Data Science,2026
R243986Z,Kuda Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Absent,,Data Science,2026
R246142Z,Nyasha Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Absent,,Data Science,2026
R249807Z,Nyasha Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Absent,,Data Science,2026
R249443Z,Simba Sibanda,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,10:31,Data Science,2026
R241519Z,Kuda Ncube,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,,Data Science,2026
R249950Z,Tariro Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,16:26,Data Science,2026
R241449Z,Tendai Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,12:26,Data Science,2026
R248341Z,Kuda Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,11:57,Data Science,2026
R248516Z,Simba Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Present,12:35,Data Science,2026
R246853Z,Nyasha Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Absent,,Data Science,2026
R247335Z,Simba Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-01,Thursday,11:00-14:00,Absent,,Data Science,2026
R244226Z,Rudo Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,8:39,Data Science,2026
R243978Z,Blessing Mpofu,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,16:54,Data Science,2026
R245765Z,Tanaka Mpofu,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Absent,,Data Science,2026
R241249Z,Blessing Sibanda,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,9:03,Data Science,2026
R245693Z,Tanaka Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,15:06,Data Science,2026
R245469Z,Tanaka Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,11:18,Data Science,2026
R243830Z,Tanaka Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,13:50,Data Science,2026
R242906Z,Simba Sibanda,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,10:50,Data Science,2026
R244592Z,Tariro Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,14:41,Data Science,2026
R245237Z,Kuda Dube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,8:52,Data Science,2026
R249010Z,Simba Dube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Late,11:20,Data Science,2026
R243390Z,Tanaka Mpofu,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,10:21,Data Science,2026
R243669Z,Kuda Ncube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Late,16:54,Data Science,2026
R249479Z,Nyasha Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,14:50,Data Science,2026
R248012Z,Nyasha Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,8:19,Data Science,2026
R244978Z,Rudo Dube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,13:08,Data Science,2026
R248996Z,Tendai Mpofu,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,16:13,Data Science,2026
R243123Z,Rudo Ncube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,10:23,Data Science,2026
R247840Z,Blessing Ncube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,8:38,Data Science,2026
R247833Z,Tanaka Dube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,8:48,Data Science,2026
R247647Z,Tendai Ncube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,16:45,Data Science,2026
R241926Z,Kuda Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,12:34,Data Science,2026
R244037Z,Rudo Mpofu,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,9:52,Data Science,2026
R247675Z,Nyasha Mpofu,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,12:43,Data Science,2026
R245153Z,Simba Ncube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,10:54,Data Science,2026
R246081Z,Kuda Dube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,10:19,Data Science,2026
R246354Z,Blessing Ncube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,12:17,Data Science,2026
R244892Z,Nyasha Dube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,9:51,Data Science,2026
R244489Z,Nyasha Ncube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,8:56,Data Science,2026
R243355Z,Kuda Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,12:16,Data Science,2026
R247258Z,Rudo Dube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,8:57,Data Science,2026
R244612Z,Rudo Mpofu,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,9:00,Data Science,2026
R249825Z,Rudo Ncube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,11:19,Data Science,2026
R241303Z,,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,16:32,Data Science,2026
R244737Z,Tanaka Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,16:55,Data Science,2026
R247444Z,Simba Ncube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,8:47,Data Science,2026
R249171Z,Rudo Mpofu,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,12:34,Data Science,2026
R246364Z,Blessing Ncube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,10:38,Data Science,2026
R241333Z,Rudo Mpofu,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,9:54,Data Science,2026
R248858Z,Tariro Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,13:12,Data Science,2026
R241787Z,Tariro Mpofu,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,15:05,Data Science,2026
R246844Z,Tanaka Dube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,8:13,Data Science,2026
R244192Z,Kuda Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Absent,,Data Science,2026
R242640Z,Kuda Dube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Late,11:00,Data Science,2026
R243532Z,Nyasha Mpofu,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Late,12:30,Data Science,2026
R245873Z,Tendai Sibanda,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,9:17,Data Science,2026
R245972Z,Blessing Dube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,14:55,Data Science,2026
R244085Z,Simba Mpofu,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Absent,,Data Science,2026
R247442Z,Simba Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Absent,,Data Science,2026
R244379Z,Blessing Dube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,,Data Science,2026
R244221Z,Tariro Sibanda,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Absent,,Data Science,2026
R248304Z,Rudo Ncube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Absent,,Data Science,2026
R249542Z,Blessing Dube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,14:12,Data Science,2026
R244228Z,Kuda Mpofu,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Absent,,Data Science,2026
R248188Z,Nyasha Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Absent,,Data Science,2026
R247784Z,Tanaka Mpofu,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Absent,,Data Science,2026
R247284Z,Blessing Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,8:40,Data Science,2026
R245104Z,,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,16:02,Data Science,2026
R249445Z,Kuda Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,11:28,Data Science,2026
R248190Z,,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Absent,,Data Science,2026
R244225Z,Kuda Mpofu,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Present,12:12,Data Science,2026
R245202Z,Kuda Sibanda,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-02,Friday,08:00-11:00,Absent,,Data Science,2026
